Gene1	Gene2	SysName1	SysName2	Name1	Name2	bOp	pOp	Sep	MOGScore	GOScore	COGSim	ExprSim
5848157	5848158	CCNA_00922	CCNA_00923	clpB		FALSE	0.007	220.000	0.000	NA		NA
5848159	5848160	CCNA_00924	CCNA_00925			FALSE	0.483	1.000	0.000	NA		NA
5848160	5848161	CCNA_00925	CCNA_00926			FALSE	0.077	105.000	0.000	NA		NA
5848161	5848162	CCNA_00926	CCNA_00927			FALSE	0.026	168.000	0.000	NA		NA
5848162	5848163	CCNA_00927	CCNA_00928			FALSE	0.362	10.000	0.000	NA		NA
5848164	5848165	CCNA_00929	CCNA_00930			TRUE	0.986	11.000	0.456	1.000	Y	NA
5848165	5848166	CCNA_00930	CCNA_00931			TRUE	0.897	-24.000	0.009	1.000	Y	NA
5848166	5848167	CCNA_00931	CCNA_00932		ribH	TRUE	0.929	16.000	0.008	0.002	Y	NA
5848167	5848168	CCNA_00932	CCNA_00933	ribH		FALSE	0.095	73.000	0.000	1.000		NA
5848168	5848169	CCNA_00933	CCNA_00934			FALSE	0.073	51.000	0.000	NA		NA
5848172	5848173	CCNA_00937	CCNA_00938			FALSE	0.031	162.000	0.000	NA		NA
5848174	5848175	CCNA_00939	CCNA_00940			FALSE	0.120	93.000	0.000	NA	N	NA
5848176	5848177	CCNA_00941	CCNA_00942		flgL	FALSE	0.261	45.000	0.008	1.000	N	NA
5848177	5848178	CCNA_00942	CCNA_00943	flgL	flaN	TRUE	0.995	4.000	0.800	0.005	Y	NA
5848179	5848180	CCNA_00944	CCNA_00945			FALSE	0.150	-147.000	0.000	NA		NA
5848180	5848181	CCNA_00945	CCNA_00946		flgD	TRUE	0.893	12.000	0.207	NA		NA
5848181	5848182	CCNA_00946	CCNA_00947	flgD	flgE	TRUE	0.814	147.000	0.276	NA	Y	NA
5848182	5848183	CCNA_00947	CCNA_00948	flgE	sciP	FALSE	0.202	169.000	0.072	1.000		NA
5848183	5848184	CCNA_00948	CCNA_00949	sciP		FALSE	0.187	21.000	0.000	NA		NA
5848184	5848185	CCNA_00949	CCNA_00950		fliF	FALSE	0.207	19.000	0.000	NA		NA
5848185	5848186	CCNA_00950	CCNA_00951	fliF	fliG	TRUE	0.996	0.000	0.762	0.005	Y	NA
5848186	5848187	CCNA_00951	CCNA_00952	fliG	flbE	TRUE	0.844	11.000	0.095	NA		NA
5848187	5848188	CCNA_00952	CCNA_00953	flbE	fliN	TRUE	0.811	16.000	0.139	NA		NA
5848188	5848189	CCNA_00953	CCNA_00954	fliN	flbD	TRUE	0.835	34.000	0.484	1.000	N	NA
5848191	5848192	CCNA_00956	CCNA_00957	flhA		FALSE	0.172	40.000	0.000	NA	N	NA
5848194	5848195	CCNA_00959	CCNA_00960			FALSE	0.405	6.000	0.000	NA		NA
5848195	5848196	CCNA_00960	CCNA_00961			FALSE	0.179	-69.000	0.000	NA		NA
5848197	5848198	CCNA_00962	CCNA_00963			TRUE	0.827	11.000	0.052	1.000	N	NA
5848198	5848199	CCNA_00963	CCNA_00964			FALSE	0.002	295.000	0.000	NA		NA
5848199	5848200	CCNA_00964	CCNA_00965			FALSE	0.019	175.000	0.000	NA		NA
5848210	5848211	CCNA_00975	CCNA_00976		sppA	FALSE	0.065	58.000	0.000	NA		NA
5848211	5848212	CCNA_00976	CCNA_R0021	sppA		FALSE	0.020	174.000	0.000	NA		NA
5848213	5848214	CCNA_R0022	CCNA_00977			FALSE	0.069	95.000	0.000	NA		NA
5848214	5848215	CCNA_00977	CCNA_00978			TRUE	0.878	15.000	0.000	NA	Y	NA
5848215	5848216	CCNA_00978	CCNA_00979			FALSE	0.101	152.000	0.000	1.000	N	NA
5848216	5848217	CCNA_00979	CCNA_00980		lolE	TRUE	0.979	5.000	0.070	0.099	Y	NA
5848217	5848218	CCNA_00980	CCNA_00981	lolE	lolD	TRUE	0.979	-3.000	0.647	1.000	N	NA
5848218	5848219	CCNA_00981	CCNA_00982	lolD		FALSE	0.005	321.000	0.000	1.000	N	NA
5848220	5848221	CCNA_00983	CCNA_00984			TRUE	0.722	74.000	0.500	1.000	N	NA
5848221	5848222	CCNA_00984	CCNA_00985			TRUE	0.867	-3.000	0.030	1.000	N	NA
5848223	5848224	CCNA_00986	CCNA_00987			TRUE	0.641	61.000	0.375	NA		NA
5848227	5848228	CCNA_00990	CCNA_00991			FALSE	0.149	62.000	0.000	1.000	N	NA
5848228	5848229	CCNA_00991	CCNA_00992			FALSE	0.061	65.000	0.000	NA		NA
5848229	5848230	CCNA_00992	CCNA_00993			FALSE	0.060	72.000	0.000	NA		NA
5848230	5848231	CCNA_00993	CCNA_00994			FALSE	0.378	161.000	0.143	1.000	N	NA
5848232	5848233	CCNA_00995	CCNA_00996			FALSE	0.015	231.000	0.000	1.000	N	NA
5848233	5848234	CCNA_00996	CCNA_00997			FALSE	0.007	224.000	0.000	NA		NA
5848234	5848235	CCNA_00997	CCNA_00998			FALSE	0.006	229.000	0.000	NA		NA
5848235	5848236	CCNA_00998	CCNA_00999			FALSE	0.229	162.000	0.080	NA		NA
5848236	5848237	CCNA_00999	CCNA_01000			FALSE	0.067	56.000	0.000	NA		NA
5848238	5848239	CCNA_01001	CCNA_01002		fliP	TRUE	0.773	21.000	0.103	1.000	N	NA
5848239	5848240	CCNA_01002	CCNA_01003	fliP	fliO	TRUE	0.822	0.000	0.023	1.000		NA
5848241	5848242	CCNA_01004	CCNA_01005	flgB	flgC	TRUE	0.987	13.000	0.804	NA	Y	NA
5848242	5848243	CCNA_01005	CCNA_01006	flgC	fliE	TRUE	0.967	11.000	0.037	0.002	Y	NA
5848244	5848245	CCNA_01007	CCNA_01008			FALSE	0.111	35.000	0.000	NA		NA
5848245	5848246	CCNA_01008	CCNA_01009			TRUE	0.777	125.000	0.061	1.000	Y	NA
5848246	5848247	CCNA_01009	CCNA_01010			TRUE	0.752	119.000	0.039	1.000	Y	NA
5848247	5848248	CCNA_01010	CCNA_01011			TRUE	0.920	-15.000	0.192	0.035	N	NA
5848249	5848250	CCNA_01012	CCNA_01013			TRUE	0.817	-3.000	0.013	1.000	N	NA
5848251	5848252	CCNA_R0023	CCNA_01014			FALSE	0.004	264.000	0.000	NA		NA
5848253	5848254	CCNA_01015	CCNA_01016			TRUE	0.865	-3.000	0.000	0.002	N	NA
5848254	5848255	CCNA_01016	CCNA_01017			FALSE	0.008	276.000	0.000	1.000	N	NA
5848256	5848257	CCNA_01018	CCNA_01019			FALSE	0.038	171.000	0.000	1.000		NA
5848257	5848258	CCNA_01019	CCNA_01020			TRUE	0.706	64.000	0.429	1.000	N	NA
5848259	5848260	CCNA_01021	CCNA_01022			FALSE	0.195	227.000	0.600	NA		NA
5848260	5848261	CCNA_01022	CCNA_01023			TRUE	0.955	10.000	0.600	NA		NA
5848262	5848263	CCNA_01024	CCNA_01025			FALSE	0.306	13.000	0.000	NA		NA
5848263	5848264	CCNA_01025	CCNA_01026			FALSE	0.272	-16.000	0.000	NA		NA
5848264	5848265	CCNA_01026	CCNA_01027			FALSE	0.012	198.000	0.000	NA		NA
5848267	5848268	CCNA_01029	CCNA_01030			FALSE	0.096	68.000	0.000	1.000		NA
5848269	5848270	CCNA_01031	CCNA_01032			FALSE	0.143	75.000	0.000	1.000	N	NA
5848270	5848271	CCNA_01032	CCNA_01033			TRUE	0.924	-36.000	0.667	NA	N	NA
5848271	5848272	CCNA_01033	CCNA_01034			TRUE	0.796	78.000	0.118	NA	Y	NA
5848272	5848273	CCNA_01034	CCNA_01035			TRUE	0.711	1.000	0.000	1.000	N	NA
5848274	5848275	CCNA_01036	CCNA_01037			FALSE	0.099	82.000	0.000	1.000		NA
5848275	5848276	CCNA_01037	CCNA_01038			FALSE	0.063	83.000	0.000	NA		NA
5848277	5848278	CCNA_01039	CCNA_01040			TRUE	0.986	-3.000	0.171	NA	Y	NA
5848279	5848280	CCNA_01041	CCNA_01042			FALSE	0.001	563.000	0.000	NA		NA
5848280	5848281	CCNA_01042	CCNA_01043			FALSE	0.495	-3.000	0.000	NA		NA
5848283	5848284	CCNA_01045	CCNA_01046			TRUE	0.695	0.000	0.010	NA		NA
5848285	5848286	CCNA_R0024	CCNA_01047			FALSE	0.005	247.000	0.000	NA		NA
5848286	5848287	CCNA_01047	CCNA_01048			FALSE	0.035	158.000	0.000	NA		NA
5848287	5848288	CCNA_01048	CCNA_01049			FALSE	0.002	303.000	0.000	NA		NA
5848288	5848289	CCNA_01049	CCNA_01050			FALSE	0.065	129.000	0.000	NA		NA
5848289	5848290	CCNA_01050	CCNA_01051			FALSE	0.002	446.000	0.000	1.000		NA
5848290	5848291	CCNA_01051	CCNA_01052			TRUE	0.681	90.000	0.455	NA		NA
5848291	5848292	CCNA_01052	CCNA_01053			TRUE	0.893	-75.000	0.647	NA		NA
5848292	5848293	CCNA_01053	CCNA_01054			TRUE	0.889	24.000	0.647	NA		NA
5848294	5848295	CCNA_01055	CCNA_01056			TRUE	0.849	11.000	0.100	NA		NA
5848295	5848296	CCNA_01056	CCNA_01057			FALSE	0.130	31.000	0.000	NA		NA
5848296	5848297	CCNA_01057	CCNA_01058			TRUE	0.637	83.000	0.364	NA		NA
5848298	5848299	CCNA_01059	CCNA_01060	rsaA	rsaD	FALSE	0.008	243.000	0.000	1.000		NA
5848299	5848300	CCNA_01060	CCNA_01061	rsaD	rsaE	TRUE	0.807	68.000	0.688	0.008		NA
5848300	5848301	CCNA_01061	CCNA_01062	rsaE		FALSE	0.129	140.000	0.000	1.000	N	NA
5848301	5848302	CCNA_01062	CCNA_01063			TRUE	0.626	0.000	0.000	1.000		NA
5848302	5848303	CCNA_01063	CCNA_01064			TRUE	0.878	-3.000	0.050	1.000		NA
5848303	5848304	CCNA_01064	CCNA_01065			TRUE	0.977	4.000	0.080	1.000	Y	NA
5848304	5848305	CCNA_01065	CCNA_01066			TRUE	0.992	11.000	0.714	0.014	Y	NA
5848305	5848306	CCNA_01066	CCNA_01067		rsaFa	TRUE	0.875	57.000	0.286	1.000	Y	NA
5848308	5848309	CCNA_01069	CCNA_R0025			FALSE	0.044	149.000	0.000	NA		NA
5848310	5848311	CCNA_01070	CCNA_01071			TRUE	0.757	42.000	0.444	NA		NA
5848311	5848312	CCNA_01071	CCNA_01072			FALSE	0.256	174.000	0.200	NA		NA
5848312	5848313	CCNA_01072	CCNA_01073			TRUE	0.582	104.000	0.200	NA		NA
5848313	5848314	CCNA_01073	CCNA_01074			FALSE	0.063	60.000	0.000	NA		NA
5848314	5848315	CCNA_01074	CCNA_01075			TRUE	0.672	95.000	0.400	NA		NA
5848315	5848316	CCNA_01075	CCNA_01076			FALSE	0.342	11.000	0.000	NA		NA
5848316	5848317	CCNA_01076	CCNA_01077			FALSE	0.065	86.000	0.000	NA		NA
5848320	5848321	CCNA_01080	CCNA_01081			FALSE	0.482	46.000	0.095	NA		NA
5848323	5848324	CCNA_01083	CCNA_01084			TRUE	0.965	-3.000	0.400	NA		NA
5848325	5848326	CCNA_01085	CCNA_01086		lepA	FALSE	0.032	193.000	0.000	1.000	N	NA
5848328	5848329	CCNA_01088	CCNA_01089			FALSE	0.077	49.000	0.000	NA		NA
5848329	5848330	CCNA_01089	CCNA_01090			TRUE	0.866	-6.000	0.116	NA		NA
5848330	5848331	CCNA_01090	CCNA_01091			FALSE	0.060	76.000	0.000	NA		NA
5848331	5848332	CCNA_01091	CCNA_01092			FALSE	0.290	54.000	0.043	NA		NA
5848332	5848333	CCNA_01092	CCNA_01093			TRUE	0.945	-15.000	0.750	NA		NA
5848333	5848334	CCNA_01093	CCNA_01094			TRUE	0.747	127.000	0.667	NA		NA
5848334	5848335	CCNA_01094	CCNA_01095			FALSE	0.062	79.000	0.000	NA		NA
5848335	5848336	CCNA_01095	CCNA_01096			TRUE	0.890	158.000	0.574	0.001	Y	NA
5848336	5848337	CCNA_01096	CCNA_01097			FALSE	0.266	249.000	0.202	1.000	Y	NA
5848337	5848338	CCNA_01097	CCNA_01098			TRUE	0.989	16.000	0.928	0.014	Y	NA
5848338	5848339	CCNA_01098	CCNA_01099			FALSE	0.181	122.000	0.002	1.000	N	NA
5848339	5848340	CCNA_01099	CCNA_01100			TRUE	0.749	67.000	0.600	1.000	N	NA
5848340	5848341	CCNA_01100	CCNA_01101			FALSE	0.156	133.000	0.002	1.000	N	NA
5848343	5848344	CCNA_01103	CCNA_01104			TRUE	0.985	-3.000	0.141	1.000	Y	NA
5848345	5848346	CCNA_01105	CCNA_01106		parD-2	FALSE	0.152	59.000	0.000	1.000	N	NA
5848346	5848347	CCNA_01106	CCNA_01107	parD-2	parE-2	FALSE	0.440	4.000	0.000	NA		NA
5848349	5848350	CCNA_R0026	CCNA_R0027			FALSE	0.073	51.000	0.000	NA		NA
5848350	5848351	CCNA_R0027	CCNA_01109			FALSE	0.072	99.000	0.000	NA		NA
5848351	5848352	CCNA_01109	CCNA_01110			FALSE	0.460	3.000	0.000	NA		NA
5848352	5848353	CCNA_01110	CCNA_01111			FALSE	0.003	328.000	0.000	1.000		NA
5848353	5848354	CCNA_01111	CCNA_01112			TRUE	0.820	0.000	0.032	NA		NA
5848355	5848356	CCNA_01113	CCNA_01114			FALSE	0.329	-7.000	0.000	NA		NA
5848356	5848357	CCNA_01114	CCNA_01115			FALSE	0.228	43.000	0.016	NA		NA
5848360	5848361	CCNA_01118	CCNA_01119			FALSE	0.308	129.000	0.051	NA		NA
5848363	5848364	CCNA_01121	CCNA_01122			FALSE	0.228	134.000	0.000	0.013		NA
5848364	5848365	CCNA_01122	CCNA_01123			FALSE	0.461	11.000	0.000	1.000		NA
5848366	5848367	CCNA_01124	CCNA_01125			FALSE	0.002	365.000	0.000	1.000		NA
5848367	5848368	CCNA_01125	CCNA_01126			FALSE	0.111	35.000	0.000	NA		NA
5848368	5848369	CCNA_01126	CCNA_01127			FALSE	0.119	33.000	0.000	NA		NA
5848370	5848371	CCNA_01128	CCNA_01129		fliQ	FALSE	0.045	148.000	0.000	NA		NA
5848371	5848372	CCNA_01129	CCNA_01130	fliQ	fliR	TRUE	0.990	15.000	0.929	0.002	Y	NA
5848372	5848373	CCNA_01130	CCNA_01131	fliR	flhB	TRUE	0.991	10.000	0.788	1.000	Y	NA
5848373	5848374	CCNA_01131	CCNA_01132	flhB	cckA	TRUE	0.703	103.000	0.200	0.097	N	NA
5848375	5848376	CCNA_01133	CCNA_01134			TRUE	0.639	122.000	0.308	NA		NA
5848376	5848377	CCNA_01134	CCNA_01135			TRUE	0.757	39.000	0.400	NA		NA
5848377	5848378	CCNA_01135	CCNA_01136			FALSE	0.085	45.000	0.000	NA		NA
5848378	5848379	CCNA_01136	CCNA_01137			FALSE	0.066	57.000	0.000	NA		NA
5848380	5848381	CCNA_01138	CCNA_01139			TRUE	0.622	104.000	0.250	NA		NA
5848383	5848384	CCNA_01141	CCNA_01142	recA		FALSE	0.001	687.000	0.000	NA		NA
5848385	5848386	CCNA_01143	CCNA_01144			TRUE	0.616	30.000	0.075	NA	N	NA
5848386	5848387	CCNA_01144	CCNA_01145			TRUE	0.859	23.000	0.188	0.049	N	NA
5848388	5848389	CCNA_01146	CCNA_01147			FALSE	0.495	-3.000	0.000	NA		NA
5848389	5848390	CCNA_01147	CCNA_01148			FALSE	0.066	90.000	0.000	NA		NA
5848392	5848393	CCNA_01150	CCNA_01151			FALSE	0.377	9.000	0.000	NA		NA
5848393	5848394	CCNA_01151	CCNA_01152			FALSE	0.492	11.000	0.007	NA		NA
5848394	5848395	CCNA_01152	CCNA_01153			TRUE	0.674	2.000	0.010	NA		NA
5848395	5848396	CCNA_01153	CCNA_01154			FALSE	0.357	40.000	0.029	1.000		NA
5848396	5848397	CCNA_01154	CCNA_01155			FALSE	0.014	214.000	0.000	1.000		NA
5848397	5848398	CCNA_01155	CCNA_01156			FALSE	0.483	76.000	0.154	NA		NA
5848398	5848399	CCNA_01156	CCNA_01157			FALSE	0.024	171.000	0.000	NA		NA
5848399	5848400	CCNA_01157	CCNA_01158			TRUE	0.692	-106.000	0.111	NA		NA
5848400	5848401	CCNA_01158	CCNA_01159			FALSE	0.004	249.000	0.000	NA		NA
5848403	5848404	CCNA_01161	CCNA_01162			FALSE	0.299	72.000	0.031	1.000	N	NA
5848404	5848405	CCNA_01162	CCNA_01163			FALSE	0.002	348.000	0.000	NA		NA
5848405	5848406	CCNA_01163	CCNA_01164			FALSE	0.038	155.000	0.000	NA		NA
5848406	5848407	CCNA_01164	CCNA_01165			FALSE	0.256	-21.000	0.000	NA		NA
5848408	5848409	CCNA_01166	CCNA_01167			TRUE	0.504	0.000	0.000	NA		NA
5848409	5848410	CCNA_01167	CCNA_01168			TRUE	0.959	0.000	0.000	1.000	Y	NA
5848410	5848411	CCNA_01168	CCNA_01169			FALSE	0.070	96.000	0.000	NA		NA
5848411	5848412	CCNA_01169	CCNA_01170			FALSE	0.207	19.000	0.000	NA		NA
5848412	5848413	CCNA_01170	CCNA_R0028			FALSE	0.005	238.000	0.000	NA		NA
5848414	5848415	CCNA_01171	CCNA_01172	shpA		FALSE	0.159	111.000	0.010	NA		NA
5848416	5848417	CCNA_01173	CCNA_01174			TRUE	0.674	24.000	0.060	1.000	N	NA
5848418	5848419	CCNA_01175	CCNA_01176			TRUE	0.948	-3.000	0.224	NA		NA
5848419	5848420	CCNA_01176	CCNA_01177			TRUE	0.970	7.000	0.919	NA		NA
5848420	5848421	CCNA_01177	CCNA_01178			TRUE	0.897	-16.000	0.309	NA		NA
5848421	5848422	CCNA_01178	CCNA_01179			TRUE	0.931	0.000	0.139	NA		NA
5848423	5848424	CCNA_01180	CCNA_01181			FALSE	0.105	93.000	0.000	1.000		NA
5848425	5848426	CCNA_01182	CCNA_01183			TRUE	0.587	19.000	0.033	1.000		NA
5848426	5848427	CCNA_01183	CCNA_01184			TRUE	0.753	8.000	0.026	1.000		NA
5848429	5848430	CCNA_01186	CCNA_01187			FALSE	0.008	218.000	0.000	NA		NA
5848430	5848431	CCNA_01187	CCNA_01188			TRUE	0.983	-3.000	1.000	NA	N	NA
5848431	5848432	CCNA_01188	CCNA_01189			TRUE	0.893	76.000	0.500	NA	Y	NA
5848432	5848433	CCNA_01189	CCNA_01190			FALSE	0.469	106.000	0.097	NA		NA
5848434	5848435	CCNA_01191	CCNA_01192			TRUE	0.957	-3.000	0.000	1.000	Y	NA
5848435	5848436	CCNA_01192	CCNA_01193			TRUE	0.894	-18.000	0.000	1.000	Y	NA
5848436	5848437	CCNA_01193	CCNA_01194			FALSE	0.375	67.000	0.052	1.000	N	NA
5848437	5848438	CCNA_01194	CCNA_01195			FALSE	0.103	151.000	0.000	1.000	N	NA
5848441	5848442	CCNA_01198	CCNA_01199			TRUE	0.971	-3.000	0.000	0.004	Y	NA
5848443	5848444	CCNA_01200	CCNA_01201			TRUE	0.544	68.000	0.222	NA		NA
5848444	5848445	CCNA_01201	CCNA_01202			TRUE	0.937	-3.000	0.167	NA		NA
5848445	5848446	CCNA_01202	CCNA_01203			FALSE	0.155	88.000	0.000	1.000	N	NA
5848446	5848447	CCNA_01203	CCNA_01204			FALSE	0.501	75.000	0.111	1.000	N	NA
5848448	5848449	CCNA_01205	CCNA_01206			TRUE	0.988	2.000	0.286	NA	Y	NA
5848449	5848450	CCNA_01206	CCNA_01207		yocF	TRUE	0.931	-3.000	0.107	NA	N	NA
5848450	5848451	CCNA_01207	CCNA_01208	yocF	yocG	TRUE	0.992	-3.000	0.270	0.029	Y	NA
5848451	5848452	CCNA_01208	CCNA_01209	yocG		TRUE	0.599	10.000	0.000	1.000	N	NA
5848452	5848453	CCNA_01209	CCNA_01210			FALSE	0.017	226.000	0.000	1.000	N	NA
5848454	5848455	CCNA_01211	CCNA_01212			TRUE	0.612	-96.000	0.069	NA		NA
5848455	5848456	CCNA_01212	CCNA_01213			TRUE	0.635	0.000	0.005	NA		NA
5848456	5848457	CCNA_01213	CCNA_01214			TRUE	0.982	-3.000	0.631	0.043		NA
5848457	5848458	CCNA_01214	CCNA_01215			TRUE	0.718	-3.000	0.007	1.000		NA
5848458	5848459	CCNA_01215	CCNA_01216			FALSE	0.290	106.000	0.027	1.000		NA
5848460	5848461	CCNA_01217	CCNA_01218			TRUE	0.951	-81.000	0.250	1.000	Y	NA
5848461	5848462	CCNA_01218	CCNA_01219			TRUE	0.976	-3.000	0.694	NA		NA
5848463	5848464	CCNA_01220	CCNA_01221			TRUE	0.943	4.000	0.191	1.000	N	NA
5848464	5848465	CCNA_01221	CCNA_01222			FALSE	0.331	68.000	0.038	1.000	N	NA
5848465	5848466	CCNA_01222	CCNA_01223			TRUE	0.862	-10.000	0.096	1.000	N	NA
5848466	5848467	CCNA_01223	CCNA_01224			TRUE	0.912	5.000	0.129	1.000		NA
5848467	5848468	CCNA_01224	CCNA_01225			TRUE	0.970	-3.000	0.500	NA		NA
5848468	5848469	CCNA_01225	CCNA_01226			TRUE	0.813	2.000	0.036	NA		NA
5848470	5848471	CCNA_01227	CCNA_01228			TRUE	0.965	-3.000	0.333	NA	N	NA
5848473	5848474	CCNA_01230	CCNA_01231			TRUE	0.857	-12.000	0.148	NA		NA
5848475	5848476	CCNA_01232	CCNA_01233			FALSE	0.258	15.000	0.000	NA		NA
5848477	5848478	CCNA_01234	CCNA_01235			FALSE	0.446	64.000	0.100	1.000		NA
5848479	5848480	CCNA_01236	CCNA_01237			FALSE	0.495	-3.000	0.000	NA		NA
5848480	5848481	CCNA_01237	CCNA_01238			FALSE	0.071	98.000	0.000	NA		NA
5848481	5848482	CCNA_01238	CCNA_01239			TRUE	0.896	23.000	0.600	1.000		NA
5848482	5848483	CCNA_01239	CCNA_01240			TRUE	0.990	-3.000	0.308	1.000	Y	NA
5848483	5848484	CCNA_01240	CCNA_01241			FALSE	0.164	91.000	0.008	1.000		NA
5848484	5848485	CCNA_01241	CCNA_01242			FALSE	0.202	30.000	0.000	1.000		NA
5848487	5848488	CCNA_01244	CCNA_01245			FALSE	0.002	310.000	0.000	NA		NA
5848488	5848489	CCNA_01245	CCNA_01246			TRUE	0.924	6.000	0.213	NA		NA
5848489	5848490	CCNA_01246	CCNA_01247			FALSE	0.494	18.000	0.021	NA		NA
5848491	5848492	CCNA_01248	CCNA_01249			TRUE	0.973	5.000	0.667	1.000	N	NA
5848492	5848493	CCNA_01249	CCNA_01250			TRUE	0.979	-57.000	0.833	1.000	Y	NA
5848493	5848494	CCNA_01250	CCNA_01251			TRUE	0.995	-3.000	0.833	1.000	Y	NA
5848496	5848497	CCNA_01253	CCNA_01254	dapA	smpB	TRUE	0.910	0.000	0.058	1.000	N	NA
5848498	5848499	CCNA_01255	CCNA_01256			FALSE	0.001	438.000	0.000	NA		NA
5848499	5848500	CCNA_01256	CCNA_01257			TRUE	0.944	-3.000	0.202	NA		NA
5848500	5848501	CCNA_01257	CCNA_01258			TRUE	0.980	-3.000	0.939	NA		NA
5848502	5848503	CCNA_01259	CCNA_01260			TRUE	0.714	39.000	0.294	NA		NA
5848503	5848504	CCNA_01260	CCNA_01261			FALSE	0.419	119.000	0.080	NA		NA
5848504	5848505	CCNA_01261	CCNA_01262		acrB3	TRUE	0.960	0.000	0.260	NA	N	NA
5848505	5848506	CCNA_01262	CCNA_01263	acrB3		TRUE	0.845	16.000	0.154	NA	N	NA
5848507	5848508	CCNA_01264	CCNA_01265			FALSE	0.075	115.000	0.000	NA		NA
5848508	5848509	CCNA_01265	CCNA_01266			FALSE	0.072	99.000	0.000	NA		NA
5848509	5848510	CCNA_01266	CCNA_01267			FALSE	0.495	-3.000	0.000	NA		NA
5848510	5848511	CCNA_01267	CCNA_01268			FALSE	0.097	78.000	0.000	1.000		NA
5848512	5848513	CCNA_01269	CCNA_01270			TRUE	0.651	57.000	0.375	NA		NA
5848513	5848514	CCNA_01270	CCNA_01271			TRUE	0.650	149.000	0.667	NA		NA
5848515	5848516	CCNA_01272	CCNA_01273			TRUE	0.572	5.000	0.007	NA		NA
5848516	5848517	CCNA_01273	CCNA_R0029			FALSE	0.158	26.000	0.000	NA		NA
5848517	5848518	CCNA_R0029	CCNA_01274			FALSE	0.061	77.000	0.000	NA		NA
5848519	5848520	CCNA_01275	CCNA_01276			TRUE	0.906	0.000	0.054	1.000	N	NA
5848520	5848521	CCNA_01276	CCNA_01277			TRUE	0.957	17.000	0.155	1.000	Y	NA
5848522	5848523	CCNA_01278	CCNA_01279			FALSE	0.488	28.000	0.044	NA		NA
5848523	5848524	CCNA_01279	CCNA_01280			FALSE	0.410	32.000	0.036	NA		NA
5848525	5848526	CCNA_01281	CCNA_01282			FALSE	0.170	71.000	0.004	1.000	N	NA
5848526	5848527	CCNA_01282	CCNA_01283			TRUE	0.673	-93.000	0.081	1.000		NA
5848527	5848528	CCNA_01283	CCNA_01284			TRUE	0.813	-114.000	0.273	1.000		NA
5848534	5848535	CCNA_01290	CCNA_01291			TRUE	0.968	-3.000	0.455	NA		NA
5848535	5848536	CCNA_01291	CCNA_01292			TRUE	0.976	-3.000	0.667	NA		NA
5848539	5848540	CCNA_01295	CCNA_01296			FALSE	0.358	124.000	0.061	NA		NA
5848540	5848541	CCNA_01296	CCNA_01297			FALSE	0.127	36.000	0.002	NA		NA
5848542	5848543	CCNA_R0030	CCNA_R0031			FALSE	0.077	111.000	0.000	NA		NA
5848543	5848544	CCNA_R0031	CCNA_01298			FALSE	0.068	55.000	0.000	NA		NA
5848544	5848545	CCNA_01298	CCNA_01299			FALSE	0.067	93.000	0.000	NA		NA
5848545	5848546	CCNA_01299	CCNA_01300		fdhD	FALSE	0.031	162.000	0.000	NA		NA
5848546	5848547	CCNA_01300	CCNA_01301	fdhD		TRUE	0.985	0.000	0.047	0.001	Y	NA
5848547	5848548	CCNA_01301	CCNA_01302			TRUE	0.565	6.000	0.000	NA	N	NA
5848548	5848549	CCNA_01302	CCNA_01303			FALSE	0.076	113.000	0.000	NA		NA
5848549	5848550	CCNA_01303	CCNA_01304			FALSE	0.070	97.000	0.000	NA		NA
5848550	5848551	CCNA_01304	CCNA_01305		rpsJ	FALSE	0.279	14.000	0.000	NA		NA
5848551	5848552	CCNA_01305	CCNA_01306	rpsJ	rplC	TRUE	0.979	-22.000	0.307	0.018	Y	NA
5848552	5848553	CCNA_01306	CCNA_01307	rplC	rplD	TRUE	0.995	0.000	0.486	0.013	Y	NA
5848553	5848554	CCNA_01307	CCNA_01308	rplD	rplW	TRUE	0.995	0.000	0.513	0.013	Y	NA
5848554	5848555	CCNA_01308	CCNA_01309	rplW	rplB	TRUE	0.995	4.000	0.849	0.014	Y	NA
5848555	5848556	CCNA_01309	CCNA_01310	rplB	rpsS	TRUE	0.995	4.000	0.820	0.018	Y	NA
5848556	5848557	CCNA_01310	CCNA_01311	rpsS	rplV	TRUE	0.987	3.000	0.119	0.018	Y	NA
5848557	5848558	CCNA_01311	CCNA_01312	rplV	rpsC	TRUE	0.989	0.000	0.109	0.018	Y	NA
5848558	5848559	CCNA_01312	CCNA_01313	rpsC	rplP	TRUE	0.990	14.000	0.828	0.018	Y	NA
5848559	5848560	CCNA_01313	CCNA_01314	rplP	rpmC	TRUE	0.994	6.000	0.802	0.013	Y	NA
5848560	5848561	CCNA_01314	CCNA_01315	rpmC	rpsQ	TRUE	0.993	11.000	0.828	0.013	Y	NA
5848561	5848562	CCNA_01315	CCNA_01316	rpsQ	rplN	TRUE	0.986	18.000	0.791	0.018	Y	NA
5848562	5848563	CCNA_01316	CCNA_01317	rplN	rplX	TRUE	0.996	0.000	0.810	0.018	Y	NA
5848563	5848564	CCNA_01317	CCNA_01318	rplX	rplE	TRUE	0.992	-7.000	0.758	0.013	Y	NA
5848564	5848565	CCNA_01318	CCNA_01319	rplE	rpsN	TRUE	0.969	22.000	0.309	0.013	Y	NA
